epoch,acc,loss,val_acc,val_loss
0,0.9172464730706014,0.20636980081108255,0.9297061260905404,0.17323066290555766
1,0.9328450136884295,0.17319909358383942,0.9381935933354584,0.1583827372796714
2,0.9371741100378044,0.16297248071158302,0.9383625912393229,0.15989238832262398
3,0.9400781723626004,0.15609564996507255,0.9422401610075303,0.14946683831166666
4,0.9422943695033343,0.1507329904623531,0.9450474095483328,0.14448440993249656
5,0.9437687039995203,0.14668721098502352,0.9223640905379265,0.18825419589914902
6,0.9451350458703156,0.14340506680093315,0.9460707873304667,0.14091855575334142
7,0.9463816564703081,0.14066259223577773,0.9473288865584564,0.1388514283794426
8,0.9479874598353195,0.13766808630617527,0.9468782240488688,0.1394355495052599
9,0.9487034985861319,0.13581737945274616,0.94781710293783,0.13996156681066343
10,0.9499172414053428,0.13274680613968382,0.9443150841062723,0.15115974634205856
11,0.9540960882746975,0.12190693513125136,0.9521077810604353,0.1290638970761845
12,0.9556831102770805,0.11820137183248966,0.9516477297252472,0.12917797980527007
13,0.9564672310104563,0.11635399735725271,0.9521735032425611,0.1289815468364406
14,0.9570635384547832,0.11489855823757976,0.9522580015537336,0.12894827258966302
15,0.9572771761770045,0.11443078419226925,0.9518355065506396,0.13015789262871374
16,0.9578312246845171,0.11329939685560077,0.9523049461909856,0.12852906299111944
17,0.9577772289528884,0.11243501534158715,0.9529339952677497,0.1283963239480605
18,0.9581575504908536,0.11204730411714128,0.9528870505577476,0.12814081253179777
19,0.9585472625957387,0.11168341011102277,0.952708664124879,0.12770024312109401
20,0.9591107030631922,0.11050499734473886,0.9520326713230362,0.13025290131255524
21,0.959040273381352,0.10893075618144667,0.9521359472854094,0.12843790293752771
22,0.9595238924959835,0.10866358484445564,0.9528776620455319,0.127876048665429
23,0.9604042675773584,0.10666514553802307,0.95290582870141,0.12856726331331844
24,0.96007324661455,0.10675188605402111,0.9530842157610481,0.12801514421493926
25,0.9598713471130478,0.10708242400972898,0.9530842154476634,0.12811085985751905
26,0.959986382660655,0.10667174300414037,0.9532626032236092,0.12848349778504006
27,0.9601976728452205,0.10685111992511107,0.9532532142189318,0.12838735592042366
28,0.9606249481882124,0.10599359843431151,0.9533940458866299,0.12811462394525922
29,0.9605075646502702,0.10613287273544328,0.9531593261420049,0.12826608426805258
30,0.9607047681997883,0.10562493262097947,0.9527462192929728,0.12832699052667004
31,0.9607024212078665,0.10577840318636822,0.9528964399653481,0.12838130343417564
32,0.9605193023973202,0.1062608157138821,0.9528213294948528,0.1283843364248633
33,0.9609864887175766,0.10558425790764779,0.9527180525923254,0.1281407546087975
34,0.960535736790416,0.10589446132172384,0.9530936046761869,0.128346657170431
35,0.9605897334469937,0.10562908961439993,0.9530184943399993,0.12866538712191208
36,0.9605357370408939,0.10585094576651474,0.9528964397862711,0.1283592075331929
37,0.9604512208604397,0.10581871023633883,0.9531123822826184,0.12843540504766443
38,0.9607963274878686,0.10573724781635274,0.9529246059944569,0.12830385211101442
39,0.9605568657872531,0.10578799947750468,0.9529433837799653,0.12814034906735097
40,0.9604700023014299,0.10626150170734627,0.9529433839142731,0.12855234430388837
41,0.9608409337272534,0.10595605553467782,0.9529903279079673,0.12846532630163252
42,0.9605357369716276,0.10591284357457963,0.9527931629732823,0.1283711205351947
43,0.9607705045064884,0.10562992050242045,0.9528588846181774,0.12823484203404925
44,0.9603596624056532,0.105841089925678,0.9529527724712581,0.1284229900356011
45,0.960354966695751,0.10641919666954865,0.9528588845734081,0.12828635043767056
46,0.9605732995800415,0.10588035805657048,0.9529246061287646,0.12828676225660374
47,0.9610005752609687,0.10554548948322802,0.9527837742372204,0.12819915741777188
48,0.9609184067776925,0.10562549075627636,0.9530278829417534,0.12848080753644928
49,0.9605404322316491,0.10605986975577265,0.9529621616997817,0.128338643266202
