epoch,acc,loss,val_acc,val_loss
0,0.6082058022608948,0.7739177785052032,0.729986972901987,0.53663127105125
1,0.7462679560380792,0.4260044266764362,0.7319351696463859,0.5155872851653904
2,0.752417613347252,0.40602324917141613,0.7365474667581255,0.4076022992911185
3,0.7560792413801892,0.3881452174161412,0.7550553358299155,0.30812110889910316
4,0.761336963642999,0.3818857508828949,0.7447275458596079,0.3463061892915086
5,0.7619002910300987,0.37144113290411757,0.7416409449934818,0.3436497209398289
6,0.7702563139667266,0.36277615537711483,0.7510650533413875,0.31250790997608474
7,0.7713360247640204,0.35387050084201016,0.7546797798309952,0.30636652897954336
8,0.7725565674640508,0.3454655336948664,0.7500088020944242,0.3247664317964174
9,0.7765937470436186,0.3512044938424755,0.7988310819540602,0.27691318007376875
10,0.7764059712479187,0.33678635334243306,0.7872709988622955,0.31970276204663645
11,0.7761712515200822,0.3472866365961845,0.8003333059469432,0.2754350128658405
12,0.7767345789183743,0.3346173036334638,0.8119285974164048,0.27364328535612087
13,0.7800675993088366,0.34097821179628035,0.8006971258208971,0.2727742087234264
14,0.7775795699710433,0.3352962274045947,0.7968476768319643,0.2976435578482761
15,0.7818045253910803,0.3320592784343522,0.7883037778593261,0.2862412940104774
16,0.7800206553151424,0.3336401855919845,0.808665954675785,0.27744051303948813
17,0.7784245610684813,0.33374520280352,0.8121398476657975,0.24875403370685098
18,0.7847619941509696,0.3246192337985151,0.7867780816137125,0.2890467206833865
19,0.7834945075411873,0.32979182335185664,0.7957444810851361,0.2690808324021026
20,0.7841047788995967,0.32973244010915265,0.7770136256417853,0.30268809015602277
21,0.7880011266771588,0.32021944437908034,0.8059079653087141,0.2602891840197815
22,0.786029480805521,0.32025117585831614,0.7919185043461358,0.2800820336473845
23,0.7863111445158594,0.32064423743754683,0.8012956681969745,0.2599435737495465
24,0.7884705661216395,0.32012267826549456,0.808489912801291,0.2544681474038141
25,0.7892686132701526,0.3188527088111112,0.8054854648099288,0.25527741782286695
26,0.789738052742614,0.3187546437726358,0.8027392115678242,0.2624345467935412
27,0.7909585954482404,0.3152418025191228,0.8077153285535179,0.25326377695600416
28,0.7857947610273192,0.31998403505387635,0.8089828300498739,0.2541855869358465
29,0.7869683597672322,0.31855454398213323,0.8060487988083093,0.25383425731114534
30,0.7866397521303535,0.32146383181344446,0.8053446313103337,0.25535180072569136
31,0.7909585954594328,0.31625773258729,0.8053681035602662,0.25440428134557214
32,0.7895033330427583,0.3199078922131377,0.8032673371913059,0.25665218951833435
33,0.7912872030739269,0.31538847323152763,0.8058375485589165,0.254007790298218
34,0.787860294796807,0.31830807353238993,0.8063304658074995,0.25497368318346214
35,0.7906769317267098,0.316657312845341,0.8004389310744376,0.2582514790425114
36,0.7897380527705947,0.3189740756365875,0.8055089370598614,0.2528325527427591
37,0.7908647075447943,0.31578290494951594,0.8075158144290916,0.25277369241699255
38,0.7884236222174836,0.3191465088016337,0.8058375485589165,0.25398382575226774
39,0.7854661534072289,0.32000510347705413,0.8069524804307111,0.2546406434846828
40,0.7871091916028149,0.31646338547297953,0.803361226191036,0.2581163181689414
41,0.7900666604298581,0.3186880578729829,0.8027157393178918,0.25592738066262494
42,0.7879072387737127,0.3189334060740397,0.8069642165556774,0.25131956495422725
43,0.7880950145806049,0.3174348252472794,0.808079148427472,0.2531647380483705
44,0.7867336400449919,0.3181510163993469,0.8035842125653949,0.25713148428718946
45,0.7870622476986592,0.31782027450304906,0.8048399779367846,0.2555968317422471
46,0.7879072387345396,0.3178902236959339,0.8038658795645851,0.25547574552511804
47,0.788752229837574,0.31256687227622937,0.8065651883068247,0.2558029037843487
48,0.789738052742614,0.31671454565573853,0.8046169915624257,0.25902205200164086
49,0.787296967443284,0.31592139093576604,0.8046169915624257,0.2582637280212113
