0,0.3764658660156186
1,0.5735919265252559
2,0.5672379205347277
3,0.5025168207154871
4,0.6352460418799605
5,0.668213103687707
6,0.6212608012116813
7,0.6989168516980241
8,0.6793263647548654
9,0.6290180798330304
10,0.7035095657553027
11,0.7234851692716557
12,0.7184591664329412
13,0.6588457018094385
14,0.7335268992137399
15,0.7178447504072369
16,0.7037915931638741
17,0.6856036300255417
18,0.7372337738568491
19,0.7183526762695231
20,0.6965247963851375
21,0.7379592970577749
22,0.7393456679956916
23,0.7417233293920269
24,0.7314511538578281
25,0.7223090635535343
26,0.7271009784292461
27,0.7325571669614369
28,0.6969084517787658
29,0.6921525135739758
