epoch,acc,loss,val_acc,val_loss
0,0.8966407297018394,0.25029482990714075,0.9196182329480241,0.20223892820138484
1,0.9203539751272286,0.19474904687531228,0.9264757836947976,0.1871268865749498
2,0.9303893755178536,0.17295030523322324,0.9295157228901683,0.18139484298233433
3,0.9381238898766779,0.15711447834968567,0.9254153342624568,0.18313683976592762
4,0.9435044200652468,0.14264047031908964,0.9338282014675552,0.17707830135499517
5,0.950690263267112,0.13072823949092258,0.9107811909001722,0.2061041162160649
6,0.9532743335825152,0.11966361191947904,0.9332626273624465,0.18132341716052702
7,0.958212387751689,0.1083570278429352,0.9309296519059349,0.19096924024826648
8,0.9683893835861072,0.0834012420963397,0.9344644707266456,0.1837965260128454
9,0.9721769946444351,0.07440123798111371,0.9361611827391539,0.19273765537375567
10,0.9736106237900995,0.0703801994249884,0.934110983537254,0.19419342142484686
11,0.975646022167881,0.06501740562177337,0.9343937700525448,0.19331503273657835
12,0.9756637218779167,0.06399999572508103,0.9350300380264166,0.19447281128654803
13,0.9766194751410358,0.06302027379648875,0.9344644687040066,0.19446895295505853
14,0.9765309791227358,0.062060070405755424,0.9346765569049421,0.19566166296617096
15,0.9763539875292145,0.06272275855583427,0.9343937717380774,0.19519536362051668
16,0.9770973499053347,0.06194864515577797,0.9340402902794963,0.1949609910990923
17,0.9767433660853225,0.06251089599016493,0.9342523788175384,0.19525959037478716
18,0.9762300928082086,0.06377399473327451,0.9347472535337649,0.19536416618678207
19,0.9764424823448721,0.06419000077564105,0.934323074772148,0.1955543651139201
20,0.9758584113669606,0.06423347224374261,0.9355956103827853,0.19606625835732885
21,0.9757876152063893,0.06342002629046946,0.9341109872454255,0.19468090032974963
22,0.9760708018108807,0.06330382679350081,0.9341816835371417,0.1948858145143759
23,0.9766725709586017,0.06234581978975144,0.9339695949990996,0.19404719357525935
24,0.9756991199898509,0.06443681737622328,0.934959342071807,0.19567818718986404
25,0.9773628389729863,0.06240370068666154,0.9347472542079779,0.19561634616996762
26,0.976513279433799,0.06353317204302392,0.9345351646586162,0.19533019484711772
27,0.9759115089568416,0.0637096127142421,0.9346058596019063,0.19592071265329863
28,0.9769911570675606,0.062086766538894285,0.9345351636472967,0.19513069246505502
29,0.9770442512816032,0.06167610072324761,0.9337575057868445,0.1941278891940132
30,0.9765663778254416,0.06313293391756251,0.9341109875825321,0.19525912260790096
31,0.976778765568691,0.06271530161257338,0.9339695939877801,0.19507601182972345
32,0.9768849612126308,0.06315484189090476,0.9346058599390129,0.1953030466590934
33,0.9760354038466394,0.06353486195074773,0.9343230757834676,0.19511743857482164
34,0.977115048750312,0.06235141058147481,0.9342523801659645,0.19481324413169102
35,0.9760000033083215,0.06352398843364378,0.9352421275757783,0.19608042788151592
36,0.9765486763641897,0.06287581214763685,0.9351714316211686,0.196775953480615
37,0.976159297259508,0.06420365574349345,0.9342523791546449,0.19501456876406192
38,0.9760708015576928,0.06371287468853777,0.9339695936506736,0.1949317033697919
39,0.9770796505328828,0.06228916825578276,0.934323074772148,0.19535756041616803
40,0.9767079701043864,0.06200340276138972,0.9341109872454255,0.19523235868969416
41,0.9770973510024822,0.061029272620129374,0.9340402902794963,0.19572836934951304
42,0.9768318637493437,0.06294039356629405,0.9344644687040066,0.19600103121842122
43,0.9772035438402564,0.06132703013652194,0.9341816828629287,0.19562191826667663
44,0.9754867308751671,0.06460805417425865,0.9341816835371417,0.19450107236850722
45,0.9770265535337735,0.062373438577736376,0.9345351629730837,0.1958788006960524
46,0.9765663763063144,0.06291583223416743,0.934464467692687,0.1955882424851448
47,0.9767610666182189,0.06219283316251451,0.9340402906166028,0.19476252550916986
48,0.9761415991740944,0.06365764521787652,0.9346058606132259,0.1948593248639186
49,0.9761061990788552,0.06376622361023869,0.9344644687040066,0.194998186125103
