epoch,acc,loss,val_acc,val_loss
0,0.6599186704384724,1.8377317109236118,0.6967329545454546,1.7959166629747911
1,0.6910072579217561,1.5136577491106913,0.6959147425993721,1.3569941036231141
0,0.40974186704384724,3.93959267220369,0.6075994318181818,2.839379870756106
1,0.47008320056647196,3.505284954033229,0.20603907645066297,2.88311081796514
2,0.5098247477429634,3.3604972822135646,0.4650088810052584,6.914080128915357
3,0.5689502566825987,3.2221137409949643,0.6103019539458714,1.8620199155214625
4,0.5493892724375996,3.192891788854074,0.6728241564113759,1.6413850033050321
5,0.5340768277571252,3.130243943758529,0.6515097692211822,1.894319353476299
6,0.5477960701009028,3.115948817016256,0.6628774423794044,1.9952167267909482
7,0.5468224464506992,3.094508327537141,0.6142095916012887,1.6406039211720387
8,0.5433705080545229,3.0787537956811786,0.5758436946420009,1.668897972479595
9,0.5460258452823509,3.0692477063344294,0.6245115453777685,1.669571688204845
10,0.5525756771109931,3.0686088148989197,0.6166962700669337,1.6319871045344676
11,0.5447866879093645,3.0640622217648006,0.6110124335195836,1.6437772642443913
12,0.5503628960878032,3.070055288558598,0.6142095915377669,1.6399093683828894
13,0.5523101433882103,3.0522222545299305,0.6181172292567062,1.631735276159554
14,0.5511594972561515,3.067683367628738,0.6131438721771986,1.6244786685991033
15,0.5513365197380067,3.060398135971951,0.6184724690223884,1.6357111490429188
16,0.5473535138962649,3.0654180830697038,0.6078152754590525,1.6535592116852214
17,0.5468224464506992,3.06837332250798,0.6184724689800405,1.630681750363609
