epoch,acc,loss,val_acc,val_loss
0,0.862782887303003,0.9058879629894564,0.8786931782960892,1.0964321483942596
1,0.873552840438474,0.5340069936511579,0.8782238013790937,0.6684163793789134
2,0.87562400386447,0.40015463306537075,0.8779396054164554,0.37089627789561747
3,0.8747388925841898,0.37653596518545746,0.8785790387944684,0.37060970074330085
4,0.8775535486592384,0.36500257649586715,0.8515097735406663,0.8613180815220726
5,0.8756771098619901,0.37403615901092024,0.8783658954644076,0.3718799585347489
6,0.8777128685721467,0.3604838975759117,0.8792895206973141,0.3482776735963872
7,0.87886351419774,0.345730419297897,0.8817051459586853,0.3373403196648213
8,0.8790759432208203,0.33847468600777064,0.8794316161589343,0.33996104928358833
9,0.8787750036004456,0.3344886259212602,0.8831261081128094,0.3260892073754519
10,0.8791998570989689,0.33038321296753853,0.8784369450267636,0.32984974205388057
11,0.8796247125072888,0.3293391449232189,0.8817051496429511,0.3381627506144729
12,0.8806514426509265,0.32658129916779444,0.8834103020427494,0.32998979846495297
